prompt,response_llama,response_qwen
Generate 10 headlines about this topic: Indian farmers' protest (2020–2021),"assistant

1. Farmers Reap Fury as India's Modi Government Fails to Deliver on Promises
2. Tractors Turned into Tanks: Indian Farmers Unleash Protest Fury
3. India's Harvest of Anger: Farmers' Protests Sweep Across the Nation
4. ""We Will Not Be Silenced"": Indian Farmers Stand Firm Against Government
5. A Year of Turmoil: Indian Farmers' Protest Reaches One-Year Mark
6. India's Agricultural Crisis: Farmers' Protests Bring Country to a Standstill
7. ""No to Black Laws"": Indian Farmers Unite Against Controversial Farm Bills
8. Blood, Sweat, and Tears: Indian Farmers' Protest Enters Sixth Month
9. ""This Is Not Just About Us"": Indian Farmers' Protest Gains Global Support
10. The Battle for Bharat: Indian Farmers' Protest Exposes Government's Weakness","<think>

</think>

1. Indian Farmers' Protest Sparks Nationwide Debate on Agricultural Reforms  
2. 2020–2021 Indian Farmers' Movement Gains Momentum Across States  
3. Farmers Take to Roads in Protest Against New Farm Laws  
4. Indian Farmers' Protest Enters Second Year Amid Government Deadlock  
5. Farmers' Resistance Grows as New Agricultural Policies Face Backlash  
6. Nationwide Clashes Erupt During Indian Farmers' Protest  
7. Indian Farmers Demand Reversal of Controversial Farm Reforms  
8. Protesters March for Livelihood as Farm Laws Remain in Limbo  
9. Indian Farmers' Movement Highlights Deepening Rural Crisis  
10. Government Faces Growing Pressure to Address Farmers' Demands"
Generate 10 headlines about this topic: Nepal Civil War (1996–2006),"assistant

1. Nepal Descends into Chaos as Maoist Insurgency Escalates
2. Civil War Wrecks Nepal's Economy, Leaves Thousands Homeless
3. King's Power Struggle with Maoists Fuels Nepal's Bloody Conflict
4. Nepal's Brutal Civil War Claims Over 13,000 Lives
5. Maoist Rebels Claim Key Victory in Nepal's Turbulent Landscape
6. Nepal's Fading Monarchy Embroiled in Civil War Politics
7. International Pressure Mounts as Nepal's Civil War Continues
8. Human Rights Abuses Rampant in Nepal's Forgotten Conflict
9. Nepal's Maoist Insurgency Threatens Stability in the Himalayas
10. Nepal's Long and Bloody Civil War Finally Comes to an End","<think>

</think>

1. Nepal Civil War (1996–2006): A Decade of Conflict and Transformation  
2. The Legacy of the Nepal Civil War: Lessons from 1996 to 2006  
3. Nepal's Longest Conflict: The Impact of the 1996–2006 Civil War  
4. Remembering the Nepal Civil War: 20 Years of Struggle and Sacrifice  
5. Nepal Civil War (1996–2006): How It Shaped the Nation's Future  
6. From Maoist Rebellion to Peace Accord: The Nepal Civil War  
7. Nepal's Civil War: The Struggle for Democracy and Change  
8. The Human Cost of the Nepal Civil War (1996–2006)  
9. Nepal Civil War: A Turning Point in the Country's History  
10. Nepal's Peace Process: Ending the 1996–2006 Civil War"
Generate 10 headlines about this topic: Bhopal gas tragedy (1984),"assistant

1. 'Bhopal's Silent Scream: 40 Years of Pain and Suffering'
2. 'Death in the Air: Bhopal Gas Tragedy Claims Thousands'
3. 'Mistakes That Killed: Bhopal Disaster Remains a Dark Chapter'
4. 'Gas Chamber: Bhopal's Industrial Nightmare Continues to Haunt'
5. 'Bhopal: A City Forever Scarred by Toxic Legacy'
6. 'Union Carbide's Deadly Legacy: Bhopal Gas Tragedy Still Unresolved'
7. 'Nightmare in Bhopal: Survivors Recall Horrific Gas Leak'
8. 'Gas, Greed, and Government Inaction: Bhopal's Tragic Story'
9. 'Bhopal's Unhealed Wounds: 40 Years of Unresolved Suffering'
10. 'Toxic Inheritance: Bhopal Gas Tragedy's Lasting Impact'","<think>

</think>

1. 30 Years Later: Remembering the Bhopal Gas Tragedy's Devastating Legacy  
2. The Bhopal Gas Tragedy: A Catastrophe That Changed History Forever  
3. Uncovering the Truth: The Bhopal Gas Tragedy and Its Ongoing Impact  
4. Bhopal Gas Tragedy: A Call for Justice and Accountability  
5. The Human Cost of Industrial Negligence: The Bhopal Gas Tragedy  
6. Bhopal Gas Tragedy: How a Single Leak Led to Thousands of Deaths  
7. Bhopal Gas Tragedy: A Cautionary Tale for Global Industrial Safety  
8. The Bhopal Gas Tragedy: A Story of Silence, Suffering, and Survival  
9. Bhopal Gas Tragedy: Still Haunting the Lives of Survivors  
10. Bhopal Gas Tragedy: The World's Worst Industrial Disaster Remains Unforgotten"
Generate 10 headlines about this topic: Demonetisation in India (2016),"assistant

1. ""India's Cash Crunch Catastrophe: Demonetisation Leaves Nation Reeling""
2. ""Black Money Bonanza: Demonetisation Sees India's Wealthy Scramble to Launder""
3. ""The Great Indian Cash Heist: Demonetisation Sparks Economic Chaos""
4. ""Modi's Masterstroke or Monetary Mayhem? India Weighs Demonetisation's Impact""
5. ""Demonetisation Dilemma: India's Poor Struggle to Survive Without Cash""
6. ""India's Cash Conundrum: Demonetisation Sparks Widespread Protests""
7. ""The Dark Side of Demonetisation: India's Small Businesses on the Brink""
8. ""Cash Crunch Crisis: Demonetisation Hits India's Rural Economy Hard""
9. ""Demonetisation: A Shot in the Arm or a Bullet to the Economy?""
10. ""India's Cash Chaos: Demonetisation Leaves Citizens in a State of Anarchy""","<think>

</think>

1. India's 2016 Demonetisation: A Shock to the Financial System  
2. The Aftermath of India's Demonetisation Policy in 2016  
3. How India's 2016 Demonetisation Affecting Everyday Lives  
4. 2016 Demonetisation in India: Success or Failure?  
5. The Impact of India's 2016 Demonetisation on the Economy  
6. 2016 Demonetisation in India: A Step Toward Financial Inclusion  
7. India's 2016 Demonetisation: A Bold Move with Mixed Results  
8. The Role of 2016 Demonetisation in India's Economic Transformation  
9. 2016 Demonetisation in India: Lessons Learned and Future Implications  
10. The Legacy of India's 2016 Demonetisation Policy"
Générez 10 titres sur ce sujet: L’attaque du Capitole des États-Unis du 6 janvier (2021),"assistant

1. ""Insurrection au Coeur de la Nation : L'attaque du Capitole des États-Unis""
2. ""6 Janvier 2021 : Le Jour où l'Amérique a Vu son État de Siège""
3. ""Capitole en Flammes : La République Américaine sous le Choc""
4. ""Un 6 Janvier pour l'Histoire : L'Attentat contre le Système Démocratique""
5. ""La Bataille pour le Capitole : Comment les États-Unis ont Échappé à la Catastrophe""
6. ""6 Janvier 2021 : La Journée qui a Changé le Cours de l'Histoire Américaine""
7. ""Une Insurrection Sans Précédent : L'Attentat du Capitole des États-Unis""
8. ""La Dernière Tentative de Trump : L'Attente du Capitole en 2021""
9. ""Le Jour où l'Amérique a Perdu son Intégrité : L'Attentat du Capitole""
10. ""Capitole sous Séige : La République Américaine au bord de la Chute""","<think>

</think>

1. L'attaque du Capitole des États-Unis : un moment historique marquant la crise politique du pays  
2. Le 6 janvier 2021 : l'invasion du Capitole et les conséquences sur la démocratie américaine  
3. Une journée de chaos : l'attaque du Capitole et la fragmentation de l'opinion publique  
4. Le Capitole sous attaque : un symbole de la polarisation croissante aux États-Unis  
5. Le 6 janvier 2021 : un événement qui a changé la donne politique américaine  
6. L'attaque du Capitole : une violation inédite de l'ordre constitutionnel  
7. Le Capitole en flammes : l'effondrement d'une institution centrale aux États-Unis  
8. La violence du 6 janvier : une journée qui a marqué la fin d'une ère politique  
9. L'attaque du Capitole : une tentative de saboter la démocratie américaine  
10. Capitole en danger : le 6 janvier 2021, une date à jamais gravée dans l'histoire américaine"
Générez 10 titres sur ce sujet: L’assassinat de John F. Kennedy (1963),"assistant

1. JFK Assassiné : L'Amérique en Pleurs
2. Dallas, 22 Novembre 1963 : Le Jour Qui Changera l'Histoire
3. L'Échec de la Sécurité : Comment Lee Harvey Oswald a Tué le Président
4. La Balle Qui Changera le Monde : L'Assassinat de John F. Kennedy
5. JFK : Un Président Assassiné en Pleine Époque de Guerre Froide
6. La Vie de Lee Harvey Oswald : De l'Amour à la Meurtre
7. Dallas, 1963 : L'Événement qui a Marqué l'Histoire des États-Unis
8. L'Enquête Fédérale : Comment les États-Unis Ont Tenté de Résoudre le Mystère
9. Le Dernier Jour de John F. Kennedy : De la Joie à la Tristesse
10. L'Amérique en Choc : Les Conséquences de l'Assassinat de JFK","<think>

</think>

1. L'assassinat de John F. Kennedy : Un mystère qui dure encore  
2. 60 ans après, l'assassinat de JFK reste un sujet d'actualité  
3. Le jour où la présidence américaine a basculé  
4. La mort d'un président : L'assassinat de John F. Kennedy  
5. L'ombre du 22 novembre 1963 : Le meurtre de JFK  
6. Une tragédie nationale : L'assassinat de John F. Kennedy  
7. L’assassinat de JFK : Un événement qui a changé l’histoire  
8. Le mystère des balles perdues : L’assassinat de John F. Kennedy  
9. Un président tué, une nation en deuil : L’assassinat de JFK  
10. Le 22 novembre 1963 : L’assassinat qui a marqué l’histoire américaine"
Générez 10 titres sur ce sujet: La mort de George Floyd (2020),"assistant

1. ""Justice pour George Floyd : Un tournant dans l'histoire des États-Unis""
2. ""George Floyd : La mort d'un homme qui a changé le monde""
3. ""Le cri de George Floyd résonne encore : Une année de lutte contre la racisme""
4. ""George Floyd : Un symbole de la lutte contre la police brutale""
5. ""La mort de George Floyd : Un événement qui a ouvert les yeux du monde""
6. ""George Floyd : Un nom qui devient synonyme de justice et de changement""
7. ""La bataille pour la justice de George Floyd : Un combat sans fin""
8. ""George Floyd : Un martyr de la lutte contre la discrimination raciale""
9. ""Le souvenir de George Floyd continue de nous rappeler la nécessité de la justice""
10. ""George Floyd : Un homme qui a donné sa vie pour un monde plus juste""","<think>

</think>

1. La mort de George Floyd : une tragédie qui a secoué le monde  
2. George Floyd : une vie brisée par la violence policière  
3. L’assassinat de George Floyd déclenche des manifestations mondiales  
4. La mort de George Floyd : un rappel des luttes contre la discrimination raciale  
5. George Floyd, une victime symbolique de l’injustice systémique  
6. La mort de George Floyd : un moment de réflexion et de révolte  
7. L’affaire George Floyd : un tournant dans la lutte contre la violence policière  
8. George Floyd : une histoire qui a changé le visage de la société  
9. La mort de George Floyd : une tragédie qui a inspiré une nouvelle ère  
10. George Floyd : son nom devient un symbole de justice et d’égalité"
Générez 10 titres sur ce sujet: L’assimilation dans les pensionnats autochtones (1870–aujourd’hui),"assistant

1. ""Pensionnats Autochtones : Un Traumatisme Collectif qui Dure""
2. ""L'Assimilation Forcée : L'État contre les Cultures Autochtones""
3. ""Des Enfants Arrachés à leur Culture : L'Histoire des Pensionnats Autochtones""
4. ""L'Érasure Culturelle : Les Pensionnats Autochtones et la Perte d'Identité""
5. ""Les Survivants de l'Assimilation : Les Pensionnats Autochtones et les Résidus du Passe""
6. ""Un Passe Tendu : Les Pensionnats Autochtones et la Politique d'Assimilation""
7. ""Les Blessures Ouvertes : L'Impact de l'Assimilation sur les Communautés Autochtones""
8. ""L'État contre les Peuples : L'Histoire de l'Assimilation dans les Pensionnats Autochtones""
9. ""La Mémoire Oubliée : Les Pensionnats Autochtones et la Réconciliation Nationale""
10. ""De la Douleur à la Résilience : Les Survivants de l'Assimilation dans les Pensionnats Autochtones""","<think>

</think>

1. L'assimilation dans les pensionnats autochtones : une histoire de violence et de mémoire  
2. Des pensionnats autochtones à l'assimilation : un legs douloureux  
3. L'impact des pensionnats autochtones sur l'assimilation culturelle  
4. L'assimilation forcenée : les pensionnats autochtones entre 1870 et aujourd'hui  
5. Des enfants enlevés, des cultures effacées : l'assimilation dans les pensionnats autochtones  
6. L'assimilation comme politique : l'histoire des pensionnats autochtones  
7. Des souvenirs brisés : l'assimilation dans les pensionnats autochtones  
8. Les pensionnats autochtones : une traite culturelle d'État  
9. De l'assimilation à la réconciliation : le parcours des autochtones après les pensionnats  
10. L'assimilation dans les pensionnats autochtones : un traumatisme encore vivant"
Générez 10 titres sur ce sujet: Le soutien américain à Israël (2023–aujourd’hui),"assistant

1. États-Unis et Israël : Une Alliance Éternelle Menacée
2. Le Soutien Américain à Israël : Un Liégeage Politique Sans Fin
3. Biden et Netanyahu : Un Partenariat Stratégique de plus en plus Précaire
4. L'Amérique et Israël : Un Amour Éternel au Milieu d'une Guerre Sans Fin
5. Le Soutien Américain à Israël : Un Énorme Défi pour la Paix au Moyen-Orient
6. Israël et les États-Unis : Un Partenariat de plus en plus Tense
7. Le Soutien Américain à Israël : Un Élément Clé de la Stratégie de Sécurité de Washington
8. L'Alliance États-Unis-Israël : Un Équilibre Précaire Entre Intérêts Politiques
9. Biden et Netanyahu : Un Duel Diplomatique qui Mène à l'Impasse
10. Le Soutien Américain à Israël : Un Soutien sans Fin pour un État en Perpétuelle Guerre","<think>

</think>

1. L'Amérique continue de soutenir Israël malgré les tensions mondiales en 2023  
2. Les relations américano-israéliennes restent solides en 2023  
3. Le soutien américain à Israël se renforce en 2023  
4. L'administration Biden renforce son alliance avec Israël en 2023  
5. Les États-Unis maintiennent leur soutien inébranlable à Israël en 2023  
6. Le rôle clé des États-Unis dans le soutien à Israël en 2023  
7. Les États-Unis et Israël solidifient leur partenariat en 2023  
8. Le soutien américain à Israël en 2023 : une alliance inébranlable  
9. Les politiques américaines envers Israël restent inchangées en 2023  
10. L'Amérique et Israël : un soutien indéfectible depuis 2023"
Générez 10 titres sur ce sujet: Le Brexit : le retrait du Royaume-Uni de l’Union européenne (2016),"assistant

1. ""Le Royaume-Uni S'En Va : Le Brexit Révolutionne L'Europe""
2. ""Les Anglais Se Disent Adieu : Le Brexit Marque Le Retour Du Royaume-Uni""
3. ""L'Europe En Choc : Le Brexit Ouvre Une Nouvelle Époque""
4. ""Le Brexit : Un Nouveau Chapitre Pour Le Royaume-Uni""
5. ""L'UE Sans Le Royaume-Uni : La Fin D'une Époque""
6. ""Le Brexit : Un Processus Long et Difficile""
7. ""Les Raisons Du Brexit : Une Analyse D'une Décision Historique""
8. ""L'Impact Économique Du Brexit : Les Conséquences Sont Lourdes""
9. ""Le Brexit : Un Retour Vers Le Passé Ou Un Élan Vers L'Avenir?""
10. ""L'Europe Sans Le Royaume-Uni : Quels Sont Les Prochains Étapes?""","<think>

</think>

1. Le Brexit : une décision historique prise en 2016  
2. Le retrait du Royaume-Uni de l’UE : les conséquences d’un vote de 2016  
3. Brexit : le début d’un nouveau chapitre pour le Royaume-Uni  
4. En 2016, le Royaume-Uni a choisi de quitter l’Union européenne  
5. Brexit : une révolution politique initiée en 2016  
6. Le Brexit : un virage majeur pour l’Europe après 2016  
7. Le vote du Brexit en 2016 : une rupture avec l’UE  
8. Brexit : les enjeux d’un retrait du Royaume-Uni en 2016  
9. Le retrait du Royaume-Uni de l’UE : une année décisive en 2016  
10. Brexit : l’impact d’un choix historique de 2016"
